TIM                              GSCN       ROUND(RATE)          Headroom   
20181112140152    12560213241778              1552            2608.7   
20181112140154    12560213241797              1552            2608.7   
20181112170141    12560229988131                11            2608.8   
20181112170142    12560229988136                13            2608.8   
20181112170153    12560229988260               665            2608.8   
20181112170154    12560229988289              1522            2608.8   
20181112173947    12560233446722               373            2608.9   
20181112193057    12560235934825                40            2608.9   
20181112193058    12560235934839                40            2608.9   
20181112200141    12560236008538                 9              2609   
20181112200142    12560236008547                 9              2609   
20181112200152    12560236008634               590              2609   
20181112200154    12560236008650               590              2609   
20181112230147    12560242377979                10            2609.1   
20181112230148    12560242377993                 9            2609.1   
20181112230156    12560242378064              1159            2609.1   
20181112230159    12560242378104              1159            2609.1   
20181113013314    12560252899257                13            2609.2   
20181113013315    12560252899261                18            2609.2   
20181113013321    12560252899370                 7            2609.2   
20181113013323    12560252899374                10            2609.2   
20181113013326    12560252899404                11            2609.2   
20181113013327    12560252899414                11            2609.2   
20181113020146    12560252918298                 9            2609.2   
20181113020146    12560252918302                10            2609.2   
20181113020156    12560252918390                25            2609.2   
20181113020158    12560252918420                25            2609.2   
20181113050146    12560253190694                11            2609.3   
20181113050146    12560253190697                10            2609.3   
20181113050156    12560253190799              3679            2609.3   
20181113050158    12560253190830              3679            2609.3   
20181113080142    12560292868222                15            2609.4   
20181113080142    12560292868225                13            2609.4   
20181113080151    12560292868340              2151            2609.4   
20181113080154    12560292868405              2151            2609.4   
20181113110147    12560316087397                11            2609.5   
20181113110148    12560316087406                10            2609.5   
20181113110156    12560316087489              1165            2609.5   
20181113110156    12560316087493              1165            2609.5   
20181113140144    12560328651849                 9            2609.6   
20181113140144    12560328651852                 9            2609.6   
20181113140151    12560328651912              1848            2609.6   
20181113140153    12560328651933              1848            2609.6   
20181113200142    12560368554807                 9            2609.9   
20181113200143    12560368554811                 8            2609.9   
20181113200152    12560368554887               614            2609.9   
20181113200154    12560368554914               615            2609.9   
20181114024520    12560383431813                22            2610.1   
20181114024523    12560383431869                23            2610.1   
20181114024531    12560383432055                26            2610.1   
20181114024532    12560383432073                26            2610.1   
20181114032235    12560383489864                13            2610.2   
20181114032236    12560383489882                13            2610.2   
20181114032247    12560383490020                12            2610.2   
20181114032248    12560383490035                12            2610.2   
20181114032253    12560383490089                12            2610.2   
20181114032254    12560383490104                12            2610.2   
20181114050202    12560383560812                 9            2610.2   
20181114050204    12560383560836                 9            2610.2   
20181114050212    12560383560904              2961            2610.2   
20181114050214    12560383560923              2962            2610.2   
20181114080213    12560415546752                16            2610.3   
20181114080215    12560415546796                17            2610.3   
20181114080222    12560415546916              2449            2610.3   
20181114080225    12560415546939              2450            2610.3   
20181114110147    12560441914726                14            2610.4   
20181114110148    12560441914736                14            2610.4   
20181114110157    12560441914860              2184            2610.4   
20181114110159    12560441914890              2195            2610.4   
20181114115005    12560448249989               119            2610.5   
20181114115017    12560448251422               119            2610.5   
20181114115019    12560448251612               999            2610.5   
20181114115029    12560448252846              1001            2610.5   
20181114140142    12560456131664               165            2610.6   
20181114140145    12560456132093               166            2610.6   
20181114140154    12560456133588              1836            2610.6   
20181114140155    12560456133814              1836            2610.6   
20181114170142    12560475943920                 3            2610.7   
20181114170144    12560475943925                 3            2610.7   
20181114170153    12560475943951               802            2610.7   
20181114170154    12560475943955               802            2610.7   
20181114200142    12560484600878                 3            2610.8   
20181114200144    12560484600883                 3            2610.8   
20181114200153    12560484600909                 9            2610.8   
20181114200154    12560484600913                 9            2610.8   
20181114230212    12560484699024                 4            2610.9   
20181114230213    12560484699028                 5            2610.9   
20181114230223    12560484699066              3052            2610.9   
20181114230225    12560484699082              3052            2610.9   
20181115013202    12560512104212                11              2611   
20181115013204    12560512104217                14              2611   
20181115013213    12560512104340                 6              2611   
20181115013214    12560512104352                 5              2611   
20181115013216    12560512104357                 5              2611   
20181115020149    12560512112904                 4              2611   
20181115020150    12560512112908                 3              2611   
20181115020157    12560512112926                20              2611   
20181115020158    12560512112943                20              2611   
20181115050148    12560512333966                 6            2611.1   
20181115050149    12560512333970                 7            2611.1   
20181115050157    12560512334029              4117            2611.1   
20181115050200    12560512334036              4118            2611.1   
20181115080145    12560556744061                 3            2611.2   
20181115080145    12560556744065                 2            2611.2   
20181115080153    12560556744082              2220            2611.2   
20181115080154    12560556744086              2220            2611.2   
20181115110148    12560580708584                 6            2611.3   
20181115110150    12560580708590                 7            2611.3   
20181115110159    12560580708657               892            2611.3   
20181115110200    12560580708660               892            2611.3   
20181115140143    12560590324276                 4            2611.5   
20181115140144    12560590324280                 4            2611.5   
20181115140153    12560590324318              2328            2611.5   
20181115140156    12560590324326              2328            2611.5   
20181115170143    12560615438733                 3            2611.6   
20181115170146    12560615438739                 4            2611.6   
20181115170155    12560615438772              1083            2611.6   
20181115170156    12560615438775              1084            2611.6   
20181115200153    12560627138150                 4            2611.7   
20181115200155    12560627138154                 4            2611.7   
20181115200204    12560627138193                 8            2611.7   
20181115200204    12560627138196                 8            2611.7   
20181115230213    12560627228442                 3            2611.8   
20181115230216    12560627228448                 3            2611.8   
20181115230225    12560627228471              1702            2611.8   
20181115230225    12560627228474              1702            2611.8   
20181116013243    12560642580507                 7            2611.9   
20181116013245    12560642580513                 9            2611.9   
20181116013254    12560642580587                14            2611.9   
20181116013254    12560642580590                14            2611.9   
20181116013257    12560642580629                 5            2611.9   
20181116013257    12560642580632                 5            2611.9   
20181116020148    12560642589851                 3            2611.9   
20181116020148    12560642589854                 3            2611.9   
20181116020200    12560642589892                20            2611.9   
20181116020200    12560642589895                20            2611.9   
20181116050151    12560642806821                 6            2612.1   
20181116050151    12560642806824                 6            2612.1   
20181116050200    12560642806871              3266            2612.1   
20181116050200    12560642806874              3266            2612.1   
20181116080147    12560678040384                 7            2612.2   
20181116080147    12560678040388                 7            2612.2   
20181116080156    12560678040448              2066            2612.2   
20181116080156    12560678040451              2066            2612.2   
20181116110149    12560700338862                 4            2612.3   
20181116110150    12560700338867                 4            2612.3   
20181116110201    12560700338914              1053            2612.3   
20181116110202    12560700338918              1053            2612.3   
20181116140146    12560711693365                 7            2612.4   
20181116140146    12560711693370                 7            2612.4   
20181116140155    12560711693431              2091            2612.4   
20181116140155    12560711693435              2091            2612.4   
20181116170145    12560734260587                 5            2612.5   
20181116170146    12560734260590                 3            2612.5   
20181116170155    12560734260617               550            2612.5   
20181116170157    12560734260648               550            2612.5   
20181116200144    12560740192577                 8            2612.6   
20181116200145    12560740192582                 9            2612.6   
20181116200154    12560740192663                 9            2612.6   
20181116200156    12560740192676                 9            2612.6   
20181116230214    12560740286353                 5            2612.7   
20181116230215    12560740286358                 5            2612.7   
20181116230226    12560740286414              5384            2612.7   
20181116230227    12560740286418              5384            2612.7   
20181117013250    12560788870045                10            2612.8   
20181117013251    12560788870051                10            2612.8   
20181117013259    12560788870137                 7            2612.8   
20181117013300    12560788870142                 7            2612.8   
20181117013302    12560788870158                 5            2612.8   
20181117013303    12560788870162                 5            2612.8   
20181117020150    12560788878168                 7            2612.8   
20181117020152    12560788878202                 6            2612.8   
20181117020200    12560788878247                19            2612.8   
20181117020202    12560788878258                19            2612.8   
20181117050150    12560789087894                 4            2612.9   
20181117050152    12560789087899                 5            2612.9   
20181117050159    12560789087931              2906            2612.9   
20181117050202    12560789087940              2906            2612.9   
20181117080145    12560820429597                 4            2613.1   
20181117080147    12560820429602                 3            2613.1   
20181117080156    12560820429625                13            2613.1   
20181117080157    12560820429649                13            2613.1   
20181117110150    12560820564972                 7            2613.2   
20181117110152    12560820564978                 6            2613.2   
20181117110201    12560820565029                15            2613.2   
20181117110203    12560820565061                15            2613.2   
20181117140144    12560820726359                 6            2613.3   
20181117140146    12560820726378                 6            2613.3   
20181117140155    12560820726429                 8            2613.3   
20181117140156    12560820726433                 8            2613.3   
20181117170146    12560820811857                 4            2613.4   
20181117170148    12560820811864                 4            2613.4   
20181117170157    12560820811901                 5            2613.4   
20181117170159    12560820811906                 5            2613.4   
20181117200146    12560820869423                 5            2613.6   
20181117200148    12560820869443                 2            2613.6   
20181117200157    12560820869463                 5            2613.6   
20181117200158    12560820869485                 5            2613.6   
20181117230216    12560820928615                 3            2613.7   
20181117230217    12560820928620                 2            2613.7   
20181117230226    12560820928641              8347            2613.7   
20181117230228    12560820928646              8349            2613.7   
20181118012858    12560894316124                 8            2613.7   
20181118012858    12560894316127                 4            2613.7   
20181118012901    12560894316139                11            2613.7   
20181118012907    12560894316204                 6            2613.7   
20181118012909    12560894316208                13            2613.7   
20181118012911    12560894316233                 5            2613.7   
20181118012913    12560894316238                 5            2613.7   
20181118020150    12560894325792                 3            2613.7   
20181118020151    12560894325796                 6            2613.7   
20181118020153    12560894325801                 7            2613.7   
20181118020200    12560894325850                19            2613.7   
20181118020202    12560894325865                19            2613.7   
20181118050146    12560894529861                 3            2613.9   
20181118050148    12560894529865                 3            2613.9   
20181118050155    12560894529884              2963            2613.9   
20181118050155    12560894529887              2963            2613.9   
20181118080146    12560926508071                 4              2614   
20181118080147    12560926508076                 2              2614   
20181118080156    12560926508097                12              2614   
20181118080158    12560926508119                12              2614   
20181118110151    12560926638280                 7            2614.1   
20181118110152    12560926638284                 7            2614.1   
20181118110201    12560926638350                 5            2614.1   
20181118110203    12560926638361                 5            2614.1   
20181118140145    12560926696888                 7            2614.2   
20181118140148    12560926696908                 6            2614.2   
20181118140157    12560926696964                 7            2614.2   
20181118140158    12560926696981                 7            2614.2   
20181118170146    12560926770357                12            2614.4   
20181118170147    12560926770388                 7            2614.4   
20181118170156    12560926770451                 5            2614.4   
20181118170157    12560926770489                 5            2614.4   
20181118200156    12560926828127                 5            2614.5   
20181118200159    12560926828153                 3            2614.5   
20181118200208    12560926828176                 5            2614.5   
20181118200208    12560926828181                 5            2614.5   
20181118230206    12560926885070                 5            2614.6   
20181118230207    12560926885097                 3            2614.6   
20181118230217    12560926885126              6627            2614.6   
20181118230219    12560926885132              6628            2614.6   
20181119015247    12560994679735                 9            2614.7   
20181119015247    12560994679738                10            2614.7   
20181119015255    12560994679815                 5            2614.7   
20181119015256    12560994679820                 4            2614.7   
20181119015259    12560994679831                 6            2614.7   
20181119015259    12560994679834                 6            2614.7   
20181119020152    12560994682883                 8            2614.7   
20181119020155    12560994682892                10            2614.7   
20181119020204    12560994682978                19            2614.7   
20181119020204    12560994682982                19            2614.7   
20181119050151    12560994889427                 5            2614.8   
20181119050151    12560994889431                 4            2614.8   
20181119050203    12560994889484              2884            2614.8   
20181119050204    12560994889487              2885            2614.8   
20181119080148    12561025995950                 4            2614.9   
20181119080148    12561025995953                 3            2614.9   
20181119080200    12561025995991              1907            2614.9   
20181119080200    12561025995994              1907            2614.9   
20181119110151    12561046576029                 4              2615   
20181119110153    12561046576035                 5              2615   
20181119110202    12561046576076               576              2615   
20181119110202    12561046576079               576              2615   
                                                                            
